Marcalgergelyi 397 444 401 439 421 484 467 473 467 678 649 669 543 472 403
Kapolcs 1226 1103 1222 1099 1076 935 937 912 930 827 753 765 455 462 380
Gecse 814 856 831 810 815 767 777 801 826 852 827 843 544 502 415
Bánd 665 724 749 756 649 665 646 705 643 593 613 628 573 649 683
Bakonyszücs 764 818 817 769 781 737 847 871 902 689 599 627 421 375 335
Nagydém 955 903 910 931 965 850 813 914 948 839 699 720 454 421 378
Borzavár 923 861 883 1000 1013 963 1145 1272 1190 1201 1198 1203 869 814 748
Badacsonytomaj 1155 1166 1560 1653 2288 2202 2656 2719 2977 3084 2933 2992 2608 2314 2341
Nemesgörzsöny 938 926 978 954 913 935 1008 929 906 979 899 920 813 804 735
Balatonalmádi 857 954 1109 1298 1528 1718 2552 4035 4537 5751 6660 6617 7988 7735 8722
Balatoncsicsó 549 530 587 533 464 453 452 450 456 409 345 357 186 175 219
Jásd 1083 1144 1141 1041 969 1027 1053 1082 1054 1111 1147 1159 937 860 769
Ganna 808 894 843 861 884 889 864 876 608 456 433 446 406 297 291
Bakonyoszlop 920 908 1028 969 1032 992 981 1056 953 879 824 827 565 555 457
Csehbánya 249 268 293 348 395 378 438 412 405 367 420 436 310 292 281
Ukk 536 565 639 685 708 730 758 732 718 705 586 599 405 382 350
Hárskút 445 468 491 522 634 754 710 821 627 727 661 678 611 623 689
Bodorfa 290 328 367 377 326 317 298 289 279 247 242 250 162 147 113
Úrkút 709 728 853 868 1092 1060 1369 1914 2239 2822 2931 2919 2287 2240 2121
Vinár 224 221 208 272 182 170 196 187 228 242 243 243 227 262 237
Hidegkút 665 742 717 686 677 639 702 716 653 557 503 521 378 401 434
Paloznak 269 263 311 323 320 324 303 339 367 389 380 399 327 357 461
Herend 846 874 916 901 1218 1181 1246 1530 1503 2103 2397 2392 3119 3367 3482
Kispirit 269 312 343 319 329 313 328 287 284 259 217 226 130 115 83
Nagyacsád 537 516 542 638 709 777 861 882 929 909 922 951 729 720 646
Devecser 3381 3685 4339 4545 4562 4233 4305 4427 4466 5741 5482 5533 5453 5161 4676
Monoszló 520 468 535 457 485 424 436 428 371 314 294 295 169 152 125
Csopak 683 540 614 656 710 683 798 1012 1076 1380 1468 1470 1447 1506 1875
Szentkirályszabadja 1502 1562 1336 1342 1479 1326 1490 1717 1357 1409 1587 1586 1681 2013 2015
Lesencetomaj 1152 1107 1154 1282 1265 1223 1209 1596 1148 1408 1378 1399 1147 1175 1181
Dáka 851 913 875 867 942 963 835 860 883 890 731 763 602 625 663
Porva 913 816 834 845 837 755 902 892 830 780 770 779 492 502 453
Zalaszegvár 343 406 460 488 492 525 489 403 403 379 327 334 188 150 151
Csabrendek 3171 3201 3378 3433 3297 3111 3406 3315 3419 3305 3045 3137 3070 3123 3107
Németbánya 365 403 451 456 455 521 419 428 249 249 199 209 108 86 98
Magyargencs 1534 1451 1564 1500 1447 1460 1471 1399 1362 1256 1104 1141 781 650 525
Balatonkenese 1697 1786 1657 1567 1758 1805 2409 3224 2951 3974 4122 4019 3635 3417 3378
Várpalota 6295 6088 5882 6177 6374 5952 6468 9052 9836 18151 20824 19921 22076 21597 20471
Gyepükaján 547 563 631 639 705 679 803 777 718 650 571 582 428 374 359
Mindszentkálla 833 766 813 887 917 976 912 889 824 767 674 702 386 356 265
Kup 837 984 1017 984 943 896 864 835 799 718 559 578 474 463 469
Iszkáz 1047 1049 1140 1150 1177 1228 1042 1044 1053 897 772 806 557 433 361
Balatonfüred 2257 2393 2409 2421 3015 3346 4037 4788 5335 7561 9736 8193 12992 12724 13067
Karakószörcsök 680 673 713 697 725 711 569 489 518 502 422 433 347 350 301
Szentbékkálla 764 669 723 759 800 774 729 702 674 509 441 465 271 225 207
Nagyvázsony 2375 2656 2625 2511 2337 2132 2131 2128 2077 1919 1788 1816 1840 1845 1774
Pápakovácsi 678 773 837 837 848 831 700 684 717 614 634 639 618 612 589
Hosztót 376 331 369 396 351 391 373 360 305 302 247 258 130 99 73
Kisapáti 353 458 492 542 654 718 756 754 713 662 583 601 391 357 324
Balatonudvari 264 278 344 245 284 310 283 290 251 327 329 339 319 319 354
Litér 463 474 452 474 447 484 633 1002 1520 1621 1842 1816 1837 2027 2130
Bazsi 664 664 709 844 860 931 956 932 949 854 771 794 523 484 410
Adásztevel 1614 1523 1538 1422 1362 1377 1238 1211 1213 1025 993 1021 893 889 864
Tagyon 191 174 213 204 208 188 194 169 191 158 132 134 110 96 91
Csajág 1278 1273 1209 1042 1054 1047 973 1111 1034 1186 1180 1179 903 888 896
Bakonybél 1414 1321 1320 1482 1287 1302 1408 1496 1721 1806 1699 1735 1631 1519 1309
Bakonyszentkirály 1041 1103 1073 1065 1104 1073 1185 1161 1196 1235 1111 1134 963 968 936
Kolontár 654 567 767 691 723 808 841 769 845 980 911 923 776 821 743
Nemesgulács 649 610 688 688 920 1006 1178 1049 1104 1174 1157 1182 1104 1065 948
Nemeshany 725 757 807 743 676 695 682 678 673 638 574 575 413 433 428
Révfülöp 147 148 168 165 276 489 693 804 1025 1313 1216 1237 1275 1115 1181
Bakonyság 411 460 398 405 407 404 461 462 478 442 326 334 130 101 68
Pápasalamon 702 689 826 916 1137 1167 1131 1232 1240 1017 788 810 430 393 365
Dörgicse 885 864 917 848 744 765 723 717 758 616 570 586 315 266 272
Dabrony 652 733 768 774 779 735 741 793 879 846 719 735 493 443 396
Nagytevel 790 866 940 871 920 952 935 909 827 705 688 696 573 524 532
Vilonya 540 521 486 479 455 458 489 663 613 639 719 719 609 632 661
Raposka 255 241 260 298 360 359 368 388 382 390 314 325 210 241 244
Szigliget 804 836 903 1023 1032 1019 1171 1132 1222 1277 1397 1384 1133 969 880
Lesenceistvánd 915 897 1042 1043 1154 1119 1120 1074 1093 1138 1085 1117 974 962 998
Nemesvámos 1566 1609 1559 1435 1479 1480 1554 1571 1529 1627 1719 1697 2218 2602 2637
Somlóvecse 484 436 501 495 505 490 433 406 384 312 245 259 140 102 97
Tapolca 5073 5869 6950 7069 7940 8294 8925 8745 8335 9720 12274 12400 18857 17994 16491
Óbudavár 205 172 191 191 168 114 123 107 108 94 97 104 67 57 55
Sóly 494 522 462 476 459 423 430 468 413 458 461 457 302 394 458
Homokbödöge 1206 1165 1209 1195 1212 1200 1154 1134 1089 1040 938 963 807 749 743
Nagyrákos 456 499 501 513 533 567 630 637 657 553 520 529 357 330 294
Hercegszántó 3743 3510 3688 3716 3872 3680 3983 4179 4324 3895 3408 3485 2580 2384 2130
Hajós 3597 3515 3867 3870 3963 4317 4730 4848 5529 4751 4224 4340 3834 3594 3172
Helvécia 781 739 833 982 1745 1899 2314 2628 2993 3963 3500 3569 3040 3917 4367
Szentkirály 2229 2387 2624 3074 3143 3162 3389 3454 3629 3405 2874 2911 2007 2021 1905
Bácsalmás 7837 7653 8091 8888 8960 8635 9830 10378 10623 9514 9025 9099 8114 7751 6982
Kunszállás 927 1039 1254 1417 1866 1954 2105 2589 2411 2365 2250 2316 1670 1710 1694
Kelebia 0 0 0 0 0 1610 3138 3447 4192 3804 3460 3576 3022 3019 2692
Kunpeszér 138 296 382 406 490 382 389 568 920 890 730 720 705 717 686
Szakmár 1931 1882 1943 2120 2092 2396 2671 2661 2786 2747 2284 2317 1592 1461 1244
Vaskút 4660 5101 5258 5039 5196 4594 4907 4705 5086 4395 4291 4330 3894 3631 3514
Bátmonostor 2056 2385 2656 2719 2677 2449 2629 2583 2456 2217 2066 2084 1774 1753 1583
Jászszentlászló 847 1345 2195 2285 2748 2901 3086 3174 3407 3216 2965 3037 2838 2670 2504
Szalkszentmárton 3217 3455 3483 3520 3545 3736 3828 3919 3927 3652 3417 3474 2949 3039 2927
Ágasegyháza 276 495 687 749 1301 1484 1783 2014 2123 2346 2328 2357 1998 1927 1913
Kunszentmiklós 5963 6929 7309 8178 8787 8675 8434 8241 8261 8233 7976 7998 8731 9053 8558
Tataháza 1504 1693 1764 1814 1675 1703 1862 1926 2012 2021 1876 1895 1624 1501 1312
Mátételke 691 726 791 806 758 768 772 893 1080 1129 1093 1115 749 653 504
Sükösd 3513 3590 3884 3922 4219 4130 3951 4163 4578 4577 4507 4537 4191 4099 3779
Csikéria 508 534 1207 1340 1511 1805 1975 2050 2053 1738 1458 1515 1071 988 934
Akasztó 2186 2397 2467 2878 3362 3688 4224 4033 4443 4436 4203 4431 3803 3594 3505
Kaskantyú 316 300 331 645 1046 1057 1263 1420 1528 1686 1585 1594 1081 1131 1018
Csávoly 2719 3133 3113 2846 3007 2869 3104 3253 3368 3007 2580 2589 2135 2075 1936
Nagybaracska 2830 2821 3297 3677 3632 3343 3515 3507 3486 3468 3271 3303 2741 2519 2321
Lakitelek 1588 1527 1817 2137 2509 2772 3699 3943 4565 4739 4503 4562 4494 4466 4551
Újsolt 522 521 596 594 713 802 867 991 915 791 592 603 198 191 161
Ladánybene 150 300 328 1338 1785 2056 2257 2409 2285 2095 1729 1776 1605 1700 1608
Dunaszentbenedek 1486 1582 1681 1552 1509 1456 1412 1480 1465 1357 1334 1348 1091 977 893
Harkakötöny 236 278 365 620 755 794 913 1009 1252 1313 1095 1100 1020 1031 921
Harta 3269 3248 3761 4067 4196 4254 4684 4913 5805 6015 4728 4788 4188 3989 3556
Géderlak 1441 1470 1670 1650 1493 1569 1580 1501 1631 1593 1405 1428 1210 1094 1092
Újtelek 612 597 616 672 690 661 728 722 751 819 851 859 604 520 382
Homokmégy 2189 2246 2736 2656 2879 2858 3062 3043 3172 3001 2586 2643 1748 1607 1438
Jakabszállás 0 0 1071 1126 1704 1999 2208 2471 2872 2963 2903 2978 2688 2624 2633
Imrehegy 289 328 385 435 1059 1426 1546 2090 2058 2092 1606 1630 830 859 737
Balotaszállás 674 622 1078 1897 2361 2642 3068 3238 3603 3326 2684 2723 1809 1666 1523
Borota 117 73 547 722 2724 3244 3751 4049 4444 3808 2806 2867 1808 1596 1468
Érsekhalma 232 226 360 360 517 392 474 484 554 833 889 878 708 726 646
Drágszél 591 545 544 554 506 501 539 546 564 567 528 541 389 395 350
Páhi 657 505 475 1474 1839 2005 2189 2450 2472 2267 2021 2071 1506 1308 1211
Kömpöc 510 661 795 908 1049 1095 1295 1309 1335 1359 1213 1249 892 827 727
Miske 2588 2516 2774 2663 2823 2732 2761 2813 2808 2526 2390 2400 2010 1937 1842
Madaras 4763 5026 5733 6010 5464 5283 5928 6477 5845 5177 4519 4609 3454 3337 3063
Rém 244 523 802 1104 1367 1539 1618 1820 1947 1900 1686 1749 1496 1448 1342
Városföld 1348 1403 1521 1765 1928 2113 2187 2487 2486 2216 2194 2202 2265 2282 2173
Izsák 3222 3454 4285 5549 7138 7216 7417 7988 8270 8609 7686 7829 6644 6092 5848
Szabadszállás 5176 6295 6070 6947 7823 8014 8338 8752 8886 8799 8223 8322 6960 6642 6460
Kunadacs 315 676 872 928 1120 874 890 1297 2102 2378 1972 2043 1687 1763 1539
Tabdi 89 129 237 363 785 936 1211 1368 1635 1563 1450 1452 1242 1203 1122
Jánoshalma 7671 8386 8863 9116 11583 12036 13107 14052 14042 13204 12534 12786 10588 9813 9174
Érsekcsanád 1941 1985 2023 1856 1947 2094 2116 2226 2278 2301 2289 2297 2663 2847 2858
Dunafalva 939 982 1080 1124 844 925 1793 1124 1422 2212 1855 1872 1320 1065 935
Dunaegyháza 2239 2271 2230 2099 2186 2167 2056 1883 1800 1831 1886 1924 1528 1460 1472
Tiszakécske 6143 7303 9785 10660 11514 12190 13149 13460 13590 13207 12378 12617 11986 11773 11526
Orgovány 529 911 1344 1952 3020 3333 3704 4096 4329 4416 4320 4411 3719 3520 3372
Kecel 4548 5020 5948 6641 7987 8449 9489 10449 11132 10585 10493 10614 9364 9228 8832
Fülöpjakab 742 830 1003 1133 1358 1369 1511 1649 1678 1632 1279 1302 1098 1143 1136
Bócsa 676 769 932 1246 2398 2192 2853 3153 3163 2941 2645 2675 1971 1850 1809
Solt 5127 5124 5852 5837 6252 6631 6496 6814 7295 7182 6912 6935 7324 7153 6693
Kunfehértó 246 138 351 745 1000 1198 1279 1457 1678 2366 2588 2665 2356 2357 2166
Ordas 1022 952 860 868 849 812 908 895 945 811 711 730 600 512 456
Tiszaalpár 3292 3641 4650 5190 5329 6102 7174 7236 7427 6828 5972 6181 5256 5042 4971
Csólyospálos 1621 1845 2226 2524 2598 2759 2819 2983 3123 2805 2619 2647 1965 1908 1685
Baja 21248 22397 23024 23681 24588 22522 27736 32084 27936 30263 34689 33931 38042 37153 35688
Mélykút 6239 7218 7833 8017 7759 7425 7787 7896 8443 8168 7640 7756 6396 5886 5481
Kunbaja 2703 2442 2586 2544 2769 2558 3056 2920 3465 2326 2248 2301 2081 1797 1652
Tázlár 334 392 515 876 2268 2447 3103 3147 3408 2994 2466 2559 1924 2039 1779
Gara 3878 4051 4066 3898 4087 3628 4124 3941 4534 3905 3542 3408 2643 2695 2353
Soltszentimre 214 296 575 783 1073 1351 1391 1558 1680 1746 1656 1703 1404 1401 1344
Kiskunmajsa 7161 9153 10869 12341 14365 14473 15069 15608 15668 15339 14439 14416 12374 11996 11365
Tass 2566 2617 2820 2983 2753 3048 3302 3011 3165 3052 3037 3051 2744 2932 2994
Kiskunfélegyháza 19677 20208 24475 27290 28594 30528 31754 31812 31470 33126 34073 34298 34298 32036 29769
Pirtó 450 500 550 600 700 945 999 989 1161 1010 964 975 981 1037 980
Uszód 2130 2121 2264 2355 2230 1962 1976 1945 1968 1852 1608 1662 1294 1150 1105
Fülöpháza 1219 1262 1553 1718 1799 1954 2058 2193 1763 1669 1463 1474 940 936 855
Ballószög 771 812 918 1100 1315 1430 1626 1940 2115 2289 1965 1981 1984 2665 3260
Kéleshalom 219 239 253 260 1093 1364 1689 1833 2080 1844 1489 1491 634 559 446
Lajosmizse 2797 4454 6371 7530 8956 9899 11276 11030 11442 12393 12137 12355 11090 11011 11023
Bugac 1200 1153 1392 1636 1896 2682 3527 4447 5072 4973 4547 4689 3358 3108 2759
Bácsbokod 3524 3585 4131 4244 4077 3916 4440 4262 4752 4050 3744 3747 3277 3101 2789
Dusnok 2892 2997 3382 3443 3372 3172 3348 3456 3757 3831 3885 3909 3618 3428 3118
Tompa 0 0 1936 5144 6670 5083 5739 5936 6577 6055 5365 5525 4916 4821 4464
Katymár 5070 4547 4991 5088 5456 4622 4818 4992 4799 3856 3488 3531 2601 2376 2135
Kunbaracs 301 365 459 504 575 740 1249 1500 1704 1453 1096 1137 680 684 633
Kalocsa 9504 9116 10788 11398 11769 12369 11930 12389 11577 13663 16117 15569 18166 18181 17008
Pálmonostora 3173 3043 2438 2736 3142 3373 4124 4114 4092 3745 3030 3151 2208 2073 1876
Bácsszentgyörgy 409 408 477 532 510 524 514 532 566 513 421 428 271 197 171
Zsana 675 776 943 1130 1106 1624 1816 1897 2177 2098 1613 1670 953 877 826
Apostag 2354 2486 2292 2220 2585 2666 2687 2680 2857 2783 2531 2593 2228 2138 2103
Csátalja 1482 1774 2042 2199 2420 2418 2677 2758 2914 2405 2156 2206 1872 1704 1502
Gátér 0 0 666 750 643 996 1214 1275 1548 1548 1428 1477 1179 1067 981
Kisszállás 1760 1788 1794 1783 1780 2067 2278 2667 4570 4710 4009 4102 3188 2919 2587
Bugacpusztaháza 171 164 195 229 297 345 381 360 480 534 427 446 406 363 265
Fülöpszállás 2597 2688 3308 3659 4158 4208 4391 4290 4845 4456 3830 3917 2756 2507 2301
Kiskunhalas 9850 11560 12631 13751 16547 17758 19789 23714 22547 23899 26668 26573 29431 29379 28491
Császártöltés 1876 1933 2464 2649 2859 3166 3391 3670 4671 4316 3720 3767 3203 2756 2467
Dunapataj 5806 5863 5846 5627 5822 5996 5905 6092 6368 5589 4852 5061 3923 3649 3330
Bátya 3343 3170 3389 3469 3627 3579 3536 3472 3483 3320 3024 3054 2449 2321 2184
Dávod 3395 3261 3697 3497 3644 3635 4068 4177 4048 3722 3247 3304 2685 2304 2069
Tiszaug 714 746 919 946 1012 1005 1269 1340 1454 1448 1327 1369 989 924 952
Dunatetétlen 596 592 687 744 820 824 797 962 875 906 811 830 699 658 577
Bácsborsód 772 1071 1131 1140 1424 1429 1845 1875 2211 2038 1776 1774 1365 1309 1214
Szank 767 900 1245 2047 2501 2488 2907 3185 3842 3045 2989 3000 2746 2552 2504
Szeremle 2192 2272 2225 2082 2031 1684 1846 1882 2073 1894 1773 1788 1663 1611 1467
Dunavecse 4433 4713 4382 4384 4757 4815 4743 4377 4763 4908 4521 4589 4129 4244 3932
Kerekegyháza 1898 2395 2969 3604 4450 4836 5262 6020 6312 6168 5876 5949 5861 6050 6244
Móricgát 229 394 545 896 1329 1334 1369 1475 1034 1374 1166 1187 771 606 471
Kecskemét 32830 35122 38439 46059 52270 55153 58169 63256 61730 71226 82545 81166 100464 103312 107407
Nemesnádudvar 2000 2106 2373 2725 2770 2639 2831 3026 3462 3147 2585 2619 2247 2096 1950
Fajsz 3461 3695 3754 3665 3469 3258 3045 2934 2925 2886 2641 2678 2182 1954 1757
Soltvadkert 3687 3929 5435 6510 7734 8107 8470 8843 8923 8381 8046 8168 7754 7728 7493
Egyházashollós 841 910 1056 1075 1076 1128 1068 1017 1013 844 837 847 657 585 565
Kenéz 356 371 384 408 491 494 502 486 486 475 446 447 294 297 270
Bögöte 525 598 669 730 712 726 716 678 668 668 604 612 419 323 290
Répceszentgyörgy 327 384 381 359 376 437 394 421 452 403 367 370 198 132 116
Pinkamindszent 693 728 791 829 783 706 699 640 652 489 403 427 206 161 162
Kemestaródfa 429 453 468 497 558 568 570 537 573 456 403 411 271 240 234
Csörötnek 653 736 871 986 1040 1042 1190 1288 1244 1187 1200 1214 1026 972 947
Döröske 250 261 373 386 422 401 436 436 416 350 268 279 151 114 83
Oszkó 995 1082 1103 1258 1410 1437 1456 1331 1402 1277 1088 1140 724 703 693
Magyarnádalja 166 154 193 184 216 214 255 229 256 289 277 278 188 192 221
Vasegerszeg 692 701 741 685 702 689 651 608 655 599 534 541 410 406 380
Sótony 569 676 798 848 944 1065 1038 1001 1082 1080 1006 1026 759 748 667
Vásárosmiske 631 684 694 708 709 781 800 759 738 743 650 663 446 381 349
Mikosszéplak 720 787 886 943 1008 1027 1035 984 964 897 719 743 435 360 349
Csepreg 3006 3630 3529 3733 3728 3838 3789 3718 3939 3928 3549 3614 3452 3412 3282
Simaság 507 577 623 673 673 650 752 696 779 942 934 852 704 677 584
Zsédeny 337 375 353 337 338 373 389 383 396 399 370 378 266 223 182
Vámoscsalád 631 666 681 762 717 779 768 670 670 624 553 566 469 414 308
Bérbaltavár 1023 1405 1485 1593 1506 1574 1599 1385 1393 1237 989 1045 714 593 573
Kondorfa 743 885 1063 1211 1284 1392 1552 1638 1572 1473 1243 1285 769 691 526
Ivánc 632 805 861 869 972 878 1051 1068 1003 1057 1027 1071 778 737 713
Szarvaskend 483 592 641 668 647 679 652 680 679 590 484 500 309 259 221
Gór 508 614 619 567 603 584 556 492 501 441 396 403 263 256 290
Porpác 412 381 406 425 477 508 396 362 399 415 372 375 201 151 146
Rátót 221 182 210 295 363 320 302 315 342 318 306 316 295 265 244
Velemér 408 430 419 446 438 428 393 372 337 281 232 224 113 107 70
Csénye 711 777 899 942 1091 1098 1119 922 958 976 871 873 576 613 710
Kisrákos 358 398 445 454 454 459 493 493 487 446 402 411 302 251 217
Rábagyarmat 862 923 997 1058 1105 1107 1213 1233 1221 1163 1172 1200 971 928 822
Olaszfa 675 790 1061 1130 1138 1280 1276 1257 1257 1087 928 962 617 526 411
Pecöl 775 747 945 1005 1106 1177 1247 1168 1214 1219 1085 1108 918 834 823
Hegyhátszentmárton 264 259 266 297 327 303 302 280 299 228 170 172 88 68 59
Szakonyfalu 464 460 630 680 558 579 579 642 655 526 525 529 414 371 364
Meggyeskovácsi 1219 1258 1450 1581 1452 1574 1547 1586 1532 1505 1355 1396 850 758 707
Hegyhátszentpéter 307 328 351 406 434 402 475 479 472 428 356 376 233 199 156
Halogy 488 372 507 618 714 770 799 777 652 640 581 594 384 319 280
Csehi 585 597 643 720 737 739 748 750 768 655 540 555 370 321 276
Daraboshegy 0 125 154 197 275 280 345 355 330 297 246 252 138 111 97
Uraiújfalu 1121 1059 1027 1172 1240 1280 1207 1153 1233 1199 1189 1199 1062 969 904
Rábahídvég 1393 1347 1479 1345 1433 1535 1689 1580 1588 1563 1472 1498 1131 1074 1014
Apátistvánfalva 830 766 833 898 753 777 779 779 794 662 615 629 465 416 379
Nádasd 1132 1181 1403 1467 1795 1715 1773 1848 1741 1595 1528 1545 1331 1378 1389
Kerkáskápolna 277 327 324 328 362 336 366 387 357 250 204 210 128 111 78
Hegyhátsál 234 284 336 311 327 342 374 345 342 291 289 295 217 180 159
Magyarszombatfa 596 684 759 697 724 695 704 663 678 574 513 541 391 306 259
Káld 1415 1504 1596 1637 1748 1714 1740 1646 1700 1714 1644 1654 1275 1224 1131
Egyházasrádóc 1050 1200 1337 1434 1458 1489 1617 1632 1676 1577 1561 1598 1347 1387 1358
Vasszentmihály 397 469 597 607 720 714 739 753 733 622 549 548 412 371 345
Pácsony 454 529 588 575 544 540 602 499 534 507 481 492 380 327 291
Bajánsenye 781 798 939 1044 1157 1103 1095 1098 1140 946 868 887 705 596 524
Répcelak 972 1059 1025 1109 1195 1231 1460 1373 1463 1563 1997 1944 2952 2886 2726
Vasvár 2725 3199 3684 4446 4700 4808 5124 5121 5061 4821 4706 4786 4929 4745 4486
Ispánk 209 245 237 243 236 244 241 233 249 201 158 165 93 120 105
Nick 495 665 660 775 837 867 879 819 805 777 769 790 635 581 523
Döbörhegy 379 442 502 569 545 599 632 650 653 549 456 476 229 205 150
Csehimindszent 560 750 798 881 915 941 841 809 832 795 651 691 480 438 370
Sárfimizdó 159 188 197 234 249 274 331 368 350 332 260 267 156 124 90
Alsószölnök 573 681 726 723 687 711 713 726 717 567 569 582 474 442 367
Csánig 474 518 495 508 502 517 562 532 576 554 516 525 475 446 363
Kám 581 563 720 742 833 810 863 866 806 759 691 702 482 504 403
Viszák 380 433 481 501 535 543 612 570 528 484 457 459 361 315 266
Egervölgy 533 607 625 733 842 969 999 979 1001 963 815 856 497 412 363
Pankasz 373 408 470 521 539 582 643 658 723 666 696 703 588 506 478
Kétvölgy 345 398 423 431 399 400 390 385 369 322 286 303 166 141 110
Nemesrempehollós 646 602 689 681 714 726 732 694 706 664 534 549 344 301 294
Chernelházadamonya 399 434 411 475 465 477 449 407 423 393 354 362 254 218 201
Sitke 1063 1220 1342 1390 1328 1775 1432 1321 1378 1298 1168 1188 750 679 677
Tömörd 654 671 731 723 718 630 606 523 480 469 444 456 297 284 266
Hegyháthodász 270 290 356 452 403 424 470 483 463 460 382 386 230 189 173
Rádóckölked 539 604 582 589 634 602 583 543 592 525 442 456 304 281 273
Hegyhátszentjakab 383 438 485 557 599 577 689 600 619 580 509 520 373 305 287
Jákfa 1048 1022 1126 1147 1190 1314 1284 1168 1212 984 845 879 633 571 508
Szentgotthárd 4384 4945 5660 6869 7547 7648 8119 8512 8109 7794 8187 8255 8983 9076 8629
Csipkerek 696 705 769 924 1016 1138 1202 1215 1199 1092 975 1006 561 437 347
Katafa 251 271 346 418 465 528 587 599 545 529 486 490 380 384 364
Magyarlak 564 592 664 718 777 787 877 951 899 872 918 922 851 853 777
Orfalu 292 311 340 364 288 281 259 263 253 189 146 150 79 56 68
Alsóújlak 654 709 812 908 974 1162 1208 1260 1193 1126 1029 1057 738 655 650
Bögöt 259 345 359 387 391 409 412 458 527 569 528 532 422 388 402
Bejcgyertyános 721 769 850 921 1009 1048 1142 1050 1024 983 882 911 620 533 454
Nagymizdó 320 311 384 423 442 412 414 431 438 389 322 325 190 149 126
Vasalja 537 555 552 668 720 648 658 600 595 570 532 540 378 340 321
Szeleste 692 725 834 765 826 1046 998 943 1035 1052 961 978 757 672 671
Lócs 496 499 523 554 508 522 521 467 478 384 300 322 163 132 120
Hegyfalu 775 838 960 958 948 1066 998 905 990 1292 1108 951 686 699 772
Rábapaty 1493 1664 1850 1892 2061 2113 1971 1903 1992 1939 1908 1915 1659 1791 1665
Sajtoskál 427 519 516 547 546 568 526 519 568 608 558 566 415 448 381
Szemenye 525 555 632 686 791 876 923 941 909 835 721 732 403 373 320
Nagykölked 356 406 412 434 447 407 404 348 348 322 222 236 134 151 168
Hosszúpereszteg 1670 1708 1839 1839 1846 1872 1929 1880 1962 1735 1380 1413 1059 820 686
Megyehíd 310 349 362 409 459 448 477 455 494 449 417 419 339 319 326
Telekes 392 432 542 625 709 820 836 977 999 987 870 890 572 596 569
Nemesládony 532 623 536 487 526 560 517 461 471 421 319 331 198 135 140
Harasztifalu 414 446 481 436 467 392 405 374 357 348 307 315 189 183 158
Szaknyér 154 145 169 202 210 217 216 181 186 160 140 140 83 71 56
Rönök 1483 1649 1949 1820 1694 1517 1474 1527 1205 733 652 695 481 491 424
Mesterháza 266 300 318 294 299 321 325 314 369 352 292 296 195 168 145
Andrásfa 441 482 615 635 720 741 733 741 728 721 607 647 356 285 277
Bük 2709 3030 2791 2848 2965 2804 2552 2447 2648 2683 2563 2605 2936 3122 3310
Ikervár 1390 1470 1633 1791 1981 2253 2294 2230 2345 2203 2083 2161 1780 1870 1786
Körmend 5429 6070 6835 7977 8901 9349 8949 8654 8501 8719 9942 9956 12294 12646 11852
Gersekarát 687 778 955 1115 1250 1447 1489 1534 1563 1490 1180 1229 869 805 695
Tompaládony 855 932 867 883 881 829 814 716 771 676 585 604 421 342 301
Nagygeresd 676 623 696 684 698 720 701 669 702 650 576 582 376 322 275
Csákánydoroszló 1225 1356 1586 1677 2194 1914 1959 1974 1965 1949 1818 1849 1808 1802 1802
Püspökmolnári 925 1163 1281 1315 1185 1292 1290 1249 1316 1281 1220 1238 949 971 928
Nagytilaj 459 572 699 678 755 867 921 854 910 783 581 602 277 184 137
Tormásliget 267 322 314 332 375 354 346 292 312 420 530 528 391 366 315
Nemesmedves 289 296 340 332 365 404 365 367 196 59 50 50 16 23 19
Gasztony 648 695 801 735 818 905 875 834 894 795 749 763 568 499 443
Halastó 174 196 259 282 321 378 449 494 494 410 286 312 171 139 99
Gérce 1730 1739 1867 2038 2117 2170 2077 2002 1981 1932 1685 1721 1245 1192 1122
Iklanberény 174 150 152 155 166 170 171 130 134 125 101 103 38 41 36
Pósfa 309 348 351 325 319 402 415 433 447 415 392 388 289 295 267
Kercaszomor 530 536 534 596 553 616 621 655 723 633 504 538 298 259 211
Sárvár 5184 5960 6626 7886 10223 11232 10662 12923 11337 12435 12754 12809 16208 15846 15155
Vashosszúfalu 650 780 822 882 893 1035 966 905 963 934 865 887 557 459 362
Ólmod 206 242 272 298 270 309 284 248 297 239 163 187 82 89 100
Peresznye 572 576 636 697 744 816 777 773 841 826 823 840 613 618 640
Nemescsó 320 364 361 389 421 462 423 391 412 444 429 431 335 312 298
Bozsok 690 682 692 738 706 721 761 686 717 556 478 486 406 382 338
Velem 334 381 373 399 392 421 430 406 490 406 353 375 299 331 326
Pusztacsó 248 277 318 281 263 300 300 271 275 240 202 202 157 166 151
Cák 211 275 291 278 313 278 315 347 355 295 267 272 231 247 290
Lukácsháza 648 649 711 739 789 836 773 874 880 914 979 991 967 999 1086
Horvátzsidány 764 907 918 958 1051 1111 1126 1204 1163 1049 963 992 862 869 826
Gyöngyösfalu 682 713 774 792 787 782 922 1067 985 1046 1018 1014 920 1098 1127
Salköveskút 574 623 643 690 673 701 722 709 733 696 588 589 453 421 472
Bozzai 408 392 429 479 453 461 427 448 452 472 364 368 308 331 314
Sorkifalud 842 889 923 950 1052 1082 1066 938 1055 1011 933 910 733 671 663
Vát 687 650 766 920 919 934 776 789 851 872 783 795 699 703 701
Perenye 698 824 818 902 846 912 854 945 849 800 713 716 640 631 693
